MARQUES;MODELE;TYP. MINES;CNIT;CARB;CV;PUISS.;BV;Urbain;Ex.Urb;Mixte;CO2;;;;;
MITSUBISHI;PAJERO SPORT 2.5TD;MJM6412GX075;K90KN4217DDDD5645;GO;10;85.0;M 5;13.1;9.0;10.5;278;;;;;
NISSAN;TERRANO COURT 2.7TDi BVA;MJN8514JJ098;R20CC5;GO;10;92.0;A 4;12.9;9.2;10.6;279;;;;;
TOYOTA;LAND CRUISER 3P 3.0TD4D BVA;MJT8724KT152;J9KDJ90(W)KDJ90L-GJPNYW(2E);GO;12;120.0;A 4;12.8;9.0;10.4;279;;;;;
TOYOTA;LAND CRUISER 5P 3.0TD4D 8PL BVA;MJT8724K4163;J9KDJ95(W)KDJ95L-GKPNYW(4E);GO;12;120.0;A 4;12.8;9.0;10.4;279;;;;;
TOYOTA;LAND CRUISER 5P 3.0TD4D BVA;MJT8724K2161;J9KDJ95(W)KDJ95L-GKPNYW(2E);GO;12;120.0;A 4;12.8;9.0;10.4;279;;;;;
MITSUBISHI;MONTERO LONG 2.5TD;MJM6412GS070;V20VE21L77EBN667;GO;10;85.0;M 5;13.0;9.2;10.6;281;;;;;
MITSUBISHI;PAJERO COURT 2.5TD;MJM6413GU034;V60V6221SBBAAS535;GO;10;85.0;M 5;13.3;9.1;10.6;281;;;;;
LAND ROVER;DEFENDER 90 STATION WAGON 6PL;MLD6404C6284;LDB8018;GO;10;90.0;M 5;12.1;9.0;10.1;282;;;;;
LAND ROVER;DEFENDER 90 STATION WAGON 7PL;MLD6404C8286;LDB8028;GO;10;90.0;M 5;12.1;9.0;10.1;282;;;;;
NISSAN;TERRANO LONG 2.7TDi BVA;MJN8514JM101;R20DD5;GO;10;92.0;A 4;13.1;9.3;10.7;283;;;;;
LAND ROVER;DISCOVERY SEVEN Td5 BVA;MLD8604AW214;LTM9034;GO;11;101.5;A 4;12.7;9.0;10.3;284;;;;;
LAND ROVER;DISCOVERY Td5 BVA;MLD8604A2220;LTM9014;GO;11;101.5;A 4;12.7;9.0;10.3;284;;;;;
LAND ROVER;DISCOVERY Td5 BVA avec SLS;MLD8604A4222;LTM9024;GO;11;101.5;A 4;12.7;9.0;10.3;284;;;;;
MERCEDES-BENZ;G 290 TD BREAK COURT BVA;MMB8424NS736;461D21AA1PCAA252;GO;10;88.0;A 4;12.0;10.0;10.7;284;;;;;
MERCEDES-BENZ;G 290 TD BREAK LONG 7PL BVA;MMB8424N6847;461D71AA1PCAA272;GO;10;88.0;A 4;12.0;10.0;10.7;284;;;;;
MERCEDES-BENZ;G 290 TD BREAK LONG BVA;MMB8424NS772;461D71AA1PCAA252;GO;10;88.0;A 4;12.0;10.0;10.7;284;;;;;
TOYOTA;HIACE 2.4TD 9PL;MJT5216FQ138;H1LXH12X(V)LXH12L-RGMDXW(2F);GO;9;66.0;M 5;13.4;9.2;10.7;284;;;;;
MITSUBISHI;PAJERO LONG 2.5TD;MJM6413GR031;V60V6221LJJBCS537;GO;10;85.0;M 5;13.4;9.2;10.8;285;;;;;
ISUZU;TROOPER Aventure ou Duty 2P;MJU6704AV099;UBS73WS1DMAJ099BAA4;GO;12;117.0;M 5;14.0;9.0;10.9;287;;;;;
ISUZU;TROOPER Aventure ou Duty 4P;MJU6704A2081;UBS73WS1GMAJ081AAA5;GO;12;117.0;M 5;14.0;9.0;10.9;287;;;;;
ISUZU;TROOPER Aventure ou Duty 4P 7PL;MJU6704AA089;UBS73WS1GMAJ089AAA7;GO;12;117.0;M 5;14.0;9.0;10.9;287;;;;;
ISUZU;TROOPER Citation 2P;MJU6704AY102;UBS73WS1DMAJ102BAA4;GO;12;117.0;M 5;14.0;9.0;10.9;287;;;;;
ISUZU;TROOPER Citation 4P 5PL;MJU6704A5084;UBS73WS1GMAJ084AAA5;GO;12;117.0;M 5;14.0;9.0;10.9;287;;;;;
ISUZU;TROOPER Citation 4P 7PL;MJU6704AB090;UBS73WS1GMAJ090AAA7;GO;12;117.0;M 5;14.0;9.0;10.9;287;;;;;
NISSAN;PATROL COURT 3.0L Di BVA;MJN8711LX168;Y61DD05;GO;12;116.0;A 4;13.9;9.0;10.8;287;;;;;
NISSAN;PATROL COURT 3.0L Di BVA;MJN8711LY169;Y61DD06;GO;12;116.0;A 4;13.9;9.0;10.8;287;;;;;
NISSAN;PATROL LONG 3.0L Di BVA;MJN8714LX162;Y61CC15;GO;12;116.0;A 4;13.9;9.0;10.8;287;;;;;
NISSAN;PATROL LONG 3.0L Di BVA;MJN8714LY163;Y61CC16;GO;12;116.0;A 4;13.9;9.0;10.8;287;;;;;
OPEL;MOVANO COMBI 2.8DTI;MPL5443LL918;J9AFH5;GO;10;84.0;M 5;13.8;9.1;10.8;287;;;;;
OPEL;MOVANO COMBI 2.8DTI;MPL5443LM919;J9CFH5;GO;10;84.0;M 5;13.8;9.1;10.8;287;;;;;
HYUNDAI;GALLOPER 3P 2.5L TD Intercooler GL;MHY6301F8965;JK-T01H221L1BGMB1A1;GO;9;73.4;M 5;13.6;9.3;10.9;288;;;;;
HYUNDAI;GALLOPER 3P 2.5L TD Intercooler GLX;MHY6301F9966;JK-T01H221L1BGMB1A2;GO;9;73.4;M 5;13.6;9.3;10.9;288;;;;;
HYUNDAI;GALLOPER 5P 2.5L TD Intercooler GL;MHY6304FX973;JK-T01H221L2BHMB2B1;GO;9;73.4;M 5;13.6;9.3;10.9;288;;;;;
HYUNDAI;GALLOPER 5P 2.5L TD Intercooler GLX;MHY6304FY974;JK-T01H221L2BHMB2B2;GO;9;73.4;M 5;13.6;9.3;10.9;288;;;;;
NISSAN;PATROL COURT 3.0L Di;MJN6711LP166;Y61DD03;GO;12;116.0;M 5;14.3;8.8;10.8;288;;;;;
NISSAN;PATROL COURT 3.0L Di;MJN6711LQ167;Y61DD04;GO;12;116.0;M 5;14.3;8.8;10.8;288;;;;;
NISSAN;PATROL LONG 3.0L Di;MJN6714LJ154;Y61CC07;GO;12;116.0;M 5;14.3;8.8;10.8;288;;;;;
NISSAN;PATROL LONG 3.0L Di;MJN6714LK155;Y61CC08;GO;12;116.0;M 5;14.3;8.8;10.8;288;;;;;
ISUZU;TROOPER Citation 2P BVA;MJU8704AN218;UBS73WS1DTAJ128BAA4;GO;12;117.0;A 4;14.0;9.1;10.9;289;;;;;
ISUZU;TROOPER Citation 4P 7PL BVA;MJU8704AB206;UBS73WS1GTAJ116AAA7;GO;12;117.0;A 4;14.0;9.1;10.9;289;;;;;
ISUZU;TROOPER Citation 4P BVA;MJU8704A5200;UBS73WS1GTAJ110AAA5;GO;12;117.0;A 4;14.0;9.1;10.9;289;;;;;
ISUZU;TROOPER Duty 2P BVA;MJU8704AK215;UBS73WS1DTAJ125BAA4;GO;12;117.0;A 4;14.0;9.1;10.9;289;;;;;
ISUZU;TROOPER Duty 4P 7PL BVA;MJU8704AA205;UBS73WS1GTAJ115AAA7;GO;12;117.0;A 4;14.0;9.1;10.9;289;;;;;
ISUZU;TROOPER Duty 4P BVA;MJU8704A2197;UBS73WS1GTAJ107AAA5;GO;12;117.0;A 4;14.0;9.1;10.9;289;;;;;
LAND ROVER;RANGE ROVER 2.5L;MLD6504B1198;LPMW018;GO;11;100.0;M 5;13.4;8.9;10.6;289;;;;;
DAEWOO;MUSSO 2.9 SELTD BVA;MDW8404GL214;FJWD21L1HLEDL;GO;10;88.0;A 4;14.2;9.1;11.0;290;;;;;
SSANGYONG;MUSSO 2.9 SELTD BVA;MSS8404AV434;FJWD21L1HLEDL;GO;10;88.0;A 4;14.2;9.1;11.0;290;;;;;
TOYOTA;LAND CRUISER SW 4.2TD;MJT6824QQ031;J10HDJ100(N)HDJ100L-GNMEZW(1C);GO;15;150.0;M 5;14.0;9.4;11.1;292;;;;;
TOYOTA;LAND CRUISER SW 4.2TD 7PL;MJT6824QR032;J10HDJ100(N)HDJ100L-GNMEZW(2C);GO;15;150.0;M 5;14.0;9.4;11.1;292;;;;;
LAND ROVER;DEFENDER 110 STATION WAGON 9PL;MLD6404C9190;LDM8018;GO;10;90.0;M 5;12.7;9.7;10.8;299;;;;;
LAND ROVER;RANGE ROVER 2.5L BVA;MLD8504B6197;LPMW014;GO;11;100.0;A 4;14.5;9.6;11.4;304;;;;;
JEEP;GRAND CHEROKEE 3.1L TD;MJ48604AG283;WGWB8410;GO;11;103.0;A 4;14.9;9.7;11.7;308;;;;;
NISSAN;PATROL BAROUD;MJN6313LC020;260AA1;GO;10;73.5;M 5;13.8;10.4;11.7;310;;;;;
TOYOTA;LAND CRUISER SW 4.2TD 7PL BVA;MJT8824QZ034;J10HDJ100(N)HDJ100L-GNPEZW(2C);GO;16;150.0;A 4;15.8;10.8;12.6;340;;;;;
TOYOTA;LAND CRUISER SW 4.2TD BVA;MJT8824QY033;J10HDJ100(N)HDJ100L-GNPEZW(1C);GO;16;150.0;A 4;15.8;10.8;12.6;340;;;;;
MERCEDES-BENZ;G 400 CDI BREAK COURT BVA;MMB89C4N8696;463C2D1F1VCAAA50;GO;19;184.0;A 5;16.1;11.0;12.8;343;;;;;
MERCEDES-BENZ;G 400 CDI BREAK LONG BVA;MMB89C4NA698;463C7D1F1VCAAAA0;GO;19;184.0;A 5;16.1;11.0;12.8;343;;;;;
MERCEDES-BENZ;G 400 CDI CABRIOLET BVA;MMB89C1NS916;463C4D1F1VCAAA50;GO;19;184.0;A 5;16.1;11.0;12.8;343;;;;;


MARQUES;MODELE;TYP. MINES;CNIT;CARB;CV;PUISS.;BV;Urbain;Ex.Urb;Mixte;CO2;;;;;
SMART;SMART (33kW);MST1001A6015;MC01MCC01B04E3ASG6A00A0;ES;3;33.0;M 6;6.1;4.3;4.9;118;;;;;
SMART;SMART (40kW);MST1001A4013;MC01MCC01B03E3ASG6A00A0;ES;4;40.0;M 6;6.1;4.3;4.9;118;;;;;
SMART;SMART (40kW) CABRIOLET;MST1005AJ019;MC01MCO01B03E3ASG6A00A0;ES;4;40.0;M 6;6.1;4.3;4.9;118;;;;;
SMART;SMART (45kW);MST1001AE023;MC01MCC01B05E3ASG6A00A0;ES;4;45.0;M 6;6.1;4.3;4.9;118;;;;;
SMART;SMART (45kW) CABRIOLET;MST1005AP025;MC01MCO01B05E3ASG6A00A0;ES;4;45.0;M 6;6.1;4.3;4.9;118;;;;;
TOYOTA;PRIUS 1.5L;MJT9112TQ906;HW1HW1(E)NHW11L-AEEEBW(1A);ES;4;53.0;V 0;5.9;4.6;5.1;120;;;;;
SMART;SMART (33kW) BVA;MST1001A7016;MC01MCC01B04E3ASG6B00A0;ES;3;33.0;M 6;6.3;4.4;5.1;122;;;;;
SMART;SMART (40kW) BVA;MST1001A5014;MC01MCC01B03E3ASG6B00A0;ES;4;40.0;M 6;6.3;4.4;5.1;122;;;;;
SMART;SMART (40kW) CABRIOLET BVA;MST1005AJ020;MC01MCO01B03E3ASG6B00A0;ES;4;40.0;M 6;6.3;4.4;5.1;122;;;;;
SMART;SMART (45kW) BVA;MST1001AF024;MC01MCC01B05E3ASG6B00A0;ES;4;45.0;M 6;6.3;4.5;5.1;122;;;;;
SMART;SMART (45kW) CABRIOLET BVA;MST1005AP026;MC01MCO01B05E3ASG6B00A0;ES;4;45.0;M 6;6.3;4.5;5.1;122;;;;;
SUZUKI;SWIFT 1.0L 3P;MJS1001GC228;MA11;ES;4;39.0;M 5;6.8;4.5;5.3;130;;;;;
DAIHATSU;SIRION 1.3L S ou X;MJD1302HF091;M1M101GMSAW;ES;6;75.0;M 5;7.6;4.6;5.7;135;;;;;
OPEL;CORSA 3P 1.0L 12V;MPL1061FD061;CORSA-CAA111A01A1ABCA5;ES;4;43.0;M 5;7.2;4.7;5.6;135;;;;;
OPEL;CORSA 3P 1.0L 12V CLIM;MPL1061FE062;CORSA-CBA111A01A2BBCA5;ES;4;43.0;M 5;7.2;4.7;5.6;135;;;;;
OPEL;CORSA 5P 1.0L 12V;MPL1062F7441;CORSA-CCA111A06A1ABCA5;ES;4;43.0;M 5;7.2;4.7;5.6;135;;;;;
OPEL;CORSA 5P 1.0L 12V CLIM;MPL1062FJ453;CORSA-CDA111A06A2BBCA5;ES;4;43.0;M 5;7.2;4.7;5.6;135;;;;;
DAIHATSU;MOVE S ou X;MJD1004B5077;L911;ES;4;40.5;M 5;6.8;5.1;5.7;136;;;;;
FIAT;PUNTO 3P 60;MFT1001HE951;188AXA1A00G;ES;4;44.0;M 5;7.3;4.8;5.7;136;;;;;
FIAT;PUNTO 3P 60;MFT1011H3030;188AXA1A00M;ES;4;44.0;M 5;7.3;4.8;5.7;136;;;;;
FIAT;PUNTO 5P 60;MFT1002HH952;188BXA1A01G;ES;4;44.0;M 5;7.3;4.8;5.7;136;;;;;
FIAT;PUNTO 5P 60;MFT1012H9034;188BXA1A01M;ES;4;44.0;M 5;7.3;4.8;5.7;136;;;;;
FIAT;PUNTO 5P 60;MFT1012HA035;188BXA1A01N;ES;4;44.0;M 5;7.3;4.8;5.7;136;;;;;
LANCIA;Y 1.2L;MLC1001A7241;840AF1A07;ES;4;44.0;M 5;7.3;4.8;5.7;136;;;;;
RENAULT;TWINGO 1.2L QUICKSHIFT 5;MRE3001FN947;C06TAH;ES;4;43.0;A 5;7.4;4.8;5.7;136;;;;;
RENAULT;CLIO 3P 1.2L 16v  QUICKSHIFT 5;MRE1111EL068;CB0W0H;ES;5;55.0;M 5;7.6;4.8;5.8;137;;;;;
RENAULT;CLIO 5P 1.2L 16v QUICKSHIFT 5;MRE1112EM067;BB0W0H;ES;5;55.0;M 5;7.6;4.8;5.8;137;;;;;
RENAULT;TWINGO 1.2L 16v QUICKSHIFT 5;MRE3101FB925;C06D0K;ES;5;55.0;A 5;7.6;4.8;5.8;137;;;;;
TOYOTA;YARIS 3P 1.0L;MJT1021RD312;P1FSCP10(G)SCP10L-CGMGKW(1A);ES;4;50.0;M 5;6.9;5.1;5.7;137;;;;;
TOYOTA;YARIS 5P 1.0L;MJT1022RR324;P1FSCP10(H)SCP10L-CHMGKW(1A);ES;4;50.0;M 5;6.9;5.1;5.7;137;;;;;
RENAULT;CLIO 3P 1.2L 16v;MRE1101EU976;CB05CF;ES;5;55.0;M 5;7.8;4.9;5.9;139;;;;;
RENAULT;CLIO 5P 1.2L 16v;MRE1102EV975;BB05CF;ES;5;55.0;M 5;7.8;4.9;5.9;139;;;;;
RENAULT;TWINGO 1.2L QUICKSHIFT 5;MRE3001FP948;C06TAJ;ES;4;43.0;A 5;7.5;5.0;5.9;139;;;;;
SEAT;AROSA 1000;MSE1011F0503;6HSSCAUCX01SGFM5850351N1I4;ES;4;37.0;M 5;7.8;4.7;5.8;139;;;;;
SEAT;AROSA 1000;MSE1011FR821;6HSSCAUCX01SGFM5850491N1I4;ES;4;37.0;M 5;7.8;4.7;5.8;139;;;;;
RENAULT;TWINGO 1.2L 16v;MRE1101F7866;C06C05;ES;5;55.0;M 5;7.6;4.9;5.9;140;;;;;
LANCIA;Y 1.2L 16V;MLC1101AJ242;840AG1A08;ES;5;59.0;M 5;7.5;5.0;6.0;141;;;;;
FIAT;PUNTO 3P 80;MFT1101HQ953;188AXB1A02D;ES;5;59.0;M 5;7.6;5.0;6.0;142;;;;;
FIAT;PUNTO 3P 80;MFT1111HK037;188AXB1A02F;ES;5;59.0;M 5;7.6;5.0;6.0;142;;;;;
FIAT;PUNTO 5P 80;MFT1102HT954;188BXB1A03D;ES;5;59.0;M 5;7.6;5.0;6.0;142;;;;;
FIAT;PUNTO 5P 80;MFT1112HP039;188BXB1A03F;ES;5;59.0;M 5;7.6;5.0;6.0;142;;;;;
NISSAN;MICRA 3P 1.0L;MJN1011DH204;K11AA01;ES;4;44.0;M 5;7.1;5.1;5.8;142;;;;;
NISSAN;MICRA 3P 1.0L;MJN1011DL208;K11AA05;ES;4;44.0;M 5;7.1;5.1;5.8;142;;;;;
NISSAN;MICRA 3P 1.0L;MJN1011DP212;K11AA09;ES;4;44.0;M 5;7.1;5.1;5.8;142;;;;;
NISSAN;MICRA 5P 1.0L;MJN1012DW217;K11BB01;ES;4;44.0;M 5;7.1;5.1;5.8;142;;;;;
NISSAN;MICRA 5P 1.0L;MJN1012D0221;K11BB05;ES;4;44.0;M 5;7.1;5.1;5.8;142;;;;;
NISSAN;MICRA 5P 1.0L;MJN1012D4225;K11BB09;ES;4;44.0;M 5;7.1;5.1;5.8;142;;;;;
FIAT;SEICENTO;MFT1001S0926;187AXC1A02;ES;4;40.0;M 5;8.3;4.7;6.0;143;;;;;
RENAULT;CLIO 3P 1.2L;MRE1001E5997;CB0FCF;ES;4;43.0;M 5;7.9;4.9;6.0;143;;;;;
RENAULT;CLIO 5P 1.2L;MRE1002E6996;BB0FCF;ES;4;43.0;M 5;7.9;4.9;6.0;143;;;;;
RENAULT;TWINGO 1.2L;MRE1001FY867;C068A5;ES;4;43.0;M 5;7.5;5.1;6.0;143;;;;;
RENAULT;TWINGO 1.2L GPL;C068A5EG;C068A5EG;ES;/GP  4;43.0;M 5;7.5;5.1;6.0;143;;;;;
AUDI;A21.4L (75ch);MAU1172QF836;8ZLAUAF1FM52T008R8Z50S4I;ES;5;55.0;M 5;8.2;4.7;6.0;144;;;;;
AUDI;A21.4L (75ch);MAU1172QH838;8ZLAUAF1FM52T008R8Z50S5I;ES;5;55.0;M 5;8.2;4.7;6.0;144;;;;;
TOYOTA;YARIS 3P 1.3L;MJT1221RZ483;P1NCP10(G)NCP10L-AGMGKW(1F);ES;5;63.0;M 5;7.7;5.0;6.0;144;;;;;
TOYOTA;YARIS 5P 1.3L;MJT1222RP495;P1NCP10(H)NCP10L-AHMGKW(1F);ES;5;63.0;M 5;7.7;5.0;6.0;144;;;;;
CITROEN;SAXO 3P 1.1i;MCT1001BK509;S0HFXB;ES;4;44.1;M 5;8.0;5.0;6.1;145;;;;;
CITROEN;SAXO 5P 1.1i;MCT1002BN510;S1HFXB;ES;4;44.1;M 5;8.0;5.0;6.1;145;;;;;
DAIHATSU;YRVS ou X;MJD1204L2105;M222;ES;5;64.0;M 5;7.6;5.1;6.0;145;;;;;
FORD;KA1.3L;MFD1071JR644;RBTJ4P14E01;ES;4;44.0;M 5;7.9;4.8;5.9;145;;;;;
NISSAN;MICRA 3P 1.0L N-CVT;MJN9011D6205;K11AA02;ES;4;44.0;V 0;7.5;5.0;5.9;145;;;;;
NISSAN;MICRA 3P 1.0L N-CVT;MJN9011DA209;K11AA06;ES;4;44.0;V 0;7.5;5.0;5.9;145;;;;;
NISSAN;MICRA 3P 1.0L N-CVT;MJN9011DE213;K11AA10;ES;4;44.0;V 0;7.5;5.0;5.9;145;;;;;
NISSAN;MICRA 5P 1.0L N-CVT;MJN9012DL218;K11BB02;ES;4;44.0;V 0;7.5;5.0;5.9;145;;;;;
NISSAN;MICRA 5P 1.0L N-CVT;MJN9012DP222;K11BB06;ES;4;44.0;V 0;7.5;5.0;5.9;145;;;;;
NISSAN;MICRA 5P 1.0L N-CVT;MJN9012DT226;K11BB10;ES;4;44.0;V 0;7.5;5.0;5.9;145;;;;;
PEUGEOT;1063P 1.1i;MPE1001BK570;1CHFXF;ES;4;44.1;M 5;8.0;5.0;6.1;145;;;;;
PEUGEOT;1065P 1.1i;MPE1002BN571;1AHFXF;ES;4;44.1;M 5;8.0;5.0;6.1;145;;;;;
AUDI;A21.4L (75ch);MAU1172QG837;8ZLAUAF1FM52T008R8Z50S4K;ES;5;55.0;M 5;8.3;4.8;6.1;146;;;;;
AUDI;A21.4L (75ch);MAU1172QJ839;8ZLAUAF1FM52T008R8Z50S5K;ES;5;55.0;M 5;8.3;4.8;6.1;146;;;;;
HYUNDAI;ATOS 1.0L GL;MHY1012H5481;MXAKMFX;ES;4;43.4;M 5;7.5;5.3;6.1;146;;;;;
HYUNDAI;ATOS PRIME 1.0L GL/GL CLIM/GLS;MHY1012H6482;MXAKMFY;ES;4;43.4;M 5;7.5;5.3;6.1;146;;;;;
RENAULT;CLIO 5P 1.2L;MRE1002ED360;BB0F0F;ES;4;43.0;M 5;7.9;5.2;6.2;146;;;;;
NISSAN;MICRA 3P 1.4L;MJN1111DG229;K11CC05;ES;5;60.0;M 5;7.7;5.2;6.1;147;;;;;
NISSAN;MICRA 3P 1.4L;MJN1111DJ231;K11CC07;ES;5;60.0;M 5;7.7;5.2;6.1;147;;;;;
NISSAN;MICRA 5P 1.4L;MJN1112DM233;K11DD05;ES;5;60.0;M 5;7.7;5.2;6.1;147;;;;;
NISSAN;MICRA 5P 1.4L;MJN1112DP235;K11DD07;ES;5;60.0;M 5;7.7;5.2;6.1;147;;;;;
CITROEN;SAXO 3P 1.4i;MCT1101BW511;S0KFWB;ES;5;55.0;M 5;8.2;5.0;6.2;148;;;;;
CITROEN;SAXO 5P 1.4i;MCT1102B0513;S1KFWB;ES;5;55.0;M 5;8.2;5.0;6.2;148;;;;;
FORD;KA1.3L;MFD1071JS645;RBTJ4P14F01;ES;4;44.0;M 5;8.0;5.0;6.1;148;;;;;
PEUGEOT;1063P 1.4i;MPE1101BP759;1CKFWF;ES;5;55.0;M 5;8.2;5.0;6.2;148;;;;;
PEUGEOT;1065P 1.4i;MPE1102BT761;1AKFWF;ES;5;55.0;M 5;8.2;5.0;6.2;148;;;;;
PEUGEOT;2063P 1.1i;MPE1001KR593;2CHFXF;ES;4;44.1;M 5;8.2;5.0;6.2;148;;;;;
PEUGEOT;2065P 1.1i;MPE1002KU594;2AHFXF;ES;4;44.1;M 5;8.2;5.0;6.2;148;;;;;
RENAULT;TWINGO 1.2L;MRE1001FZ868;C068AE;ES;4;43.0;M 5;7.7;5.3;6.2;148;;;;;
DAIHATSU;SIRION 1.3L 4WD;MJD2302HK093;M1M111GMSAW;ES;6;75.0;M 5;8.1;5.2;6.3;149;;;;;
DAIHATSU;SIRION 1.3L BVA;MJD3302HM092;M1M101GPSAW;ES;6;75.0;A 4;8.6;5.0;6.3;149;;;;;
FIAT;STILO 3P 1.2L (80ch);MFT1111VV070;192AXA1B00;ES;5;59.0;M 6;7.9;5.3;6.3;149;;;;;
NISSAN;MICRA 3P 1.0L;MJN1011DJ206;K11AA03;ES;4;44.0;M 5;7.4;5.2;6.0;149;;;;;
NISSAN;MICRA 3P 1.0L;MJN1011DN210;K11AA07;ES;4;44.0;M 5;7.4;5.2;6.0;149;;;;;
NISSAN;MICRA 3P 1.0L;MJN1011DR214;K11AA11;ES;4;44.0;M 5;7.4;5.2;6.0;149;;;;;
NISSAN;MICRA 3P 1.0L N-CVT;MJN9011D8207;K11AA04;ES;4;44.0;V 0;8.0;5.0;6.1;149;;;;;
NISSAN;MICRA 3P 1.0L N-CVT;MJN9011DC211;K11AA08;ES;4;44.0;V 0;8.0;5.0;6.1;149;;;;;
NISSAN;MICRA 3P 1.0L N-CVT;MJN9011DG215;K11AA12;ES;4;44.0;V 0;8.0;5.0;6.1;149;;;;;
NISSAN;MICRA 5P 1.0L;MJN1012DY219;K11BB03;ES;4;44.0;M 5;7.4;5.2;6.0;149;;;;;
NISSAN;MICRA 5P 1.0L;MJN1012D2223;K11BB07;ES;4;44.0;M 5;7.4;5.2;6.0;149;;;;;
NISSAN;MICRA 5P 1.0L;MJN1012D6227;K11BB11;ES;4;44.0;M 5;7.4;5.2;6.0;149;;;;;
NISSAN;MICRA 5P 1.0L N-CVT;MJN9012DN220;K11BB04;ES;4;44.0;V 0;8.0;5.0;6.1;149;;;;;
NISSAN;MICRA 5P 1.0L N-CVT;MJN9012DR224;K11BB08;ES;4;44.0;V 0;8.0;5.0;6.1;149;;;;;
NISSAN;MICRA 5P 1.0L N-CVT;MJN9012DV228;K11BB12;ES;4;44.0;V 0;8.0;5.0;6.1;149;;;;;
OPEL;CORSA 3P 1.2L 16V EASYTRONIC;MPL1161FT067;CORSA-CAB111A02A2BDCA5;ES;5;55.0;M 5;8.0;5.2;6.2;149;;;;;
OPEL;CORSA 3P 1.2L 16V EASYTRONIC CLIM;MPL1161FU068;CORSA-CBB111A02A3CDCA5;ES;5;55.0;M 5;8.0;5.2;6.2;149;;;;;
OPEL;CORSA 5P 1.2L 16V EASYTRONIC;MPL1162FK444;CORSA-CCB111A07A2BDCA5;ES;5;55.0;M 5;8.0;5.2;6.2;149;;;;;
OPEL;CORSA 5P 1.2L 16V EASYTRONIC CLIM;MPL1162FW456;CORSA-CDB111A07A3CDCA5;ES;5;55.0;M 5;8.0;5.2;6.2;149;;;;;
PEUGEOT;2063P 1.4i;MPE1101KD641;2CKFWF;ES;5;55.0;M 5;8.4;5.0;6.3;149;;;;;
PEUGEOT;2065P 1.4i;MPE1102KG642;2AKFWF;ES;5;55.0;M 5;8.4;5.0;6.3;149;;;;;
SEAT;AROSA 1400;MSE1011FW790;6HSSCAUDX01SGFM5850281N1I4;ES;4;44.0;M 5;8.3;5.0;6.2;149;;;;;
SEAT;AROSA 1400;MSE1011FV825;6HSSCAUDX01SGFM5850581N1I4;ES;4;44.0;M 5;8.3;5.0;6.2;149;;;;;
VOLKSWAGEN;LUPO 1.4L;MVW10D1R8904;6XSCAUDX01SGFM5850551N1I40GG;ES;4;44.0;M 5;8.5;4.9;6.2;149;;;;;
VOLKSWAGEN;LUPO 1.4L 16S;MVW11D1RP884;6XSCAUAX01SGFM5850551N1I40GG;ES;5;55.0;M 5;8.6;4.8;6.2;149;;;;;
VOLKSWAGEN;POLO 1.4L;MVW10B2CS551;6NSCAUDX01SGFM5850371N013I;ES;4;44.0;M 5;8.5;4.9;6.2;149;;;;;
VOLKSWAGEN;POLO 1.4L;MVW10B2CU553;6NSCAUDX01SGFM5850371N113I;ES;4;44.0;M 5;8.5;4.9;6.2;149;;;;;
FIAT;PUNTO 3P SPORTING;MFT1101HY986;188AXB1B06D;ES;5;59.0;M 6;8.1;5.3;6.3;150;;;;;
FIAT;PUNTO 3P SPORTING;MFT1111HR044;188AXB1B06F;ES;5;59.0;M 6;8.1;5.3;6.3;150;;;;;
SUZUKI;IGNIS 3P;MJS1201DH216;FHA11;ES;5;61.0;M 5;8.5;5.2;6.4;150;;;;;
SUZUKI;IGNIS 5P;MJS1202DN220;FHB11;ES;5;61.0;M 5;8.5;5.2;6.4;150;;;;;
VOLKSWAGEN;LUPO 1.4L 16S;MVW11D1RR886;6XSCAUAX01SGFM5850551N1K40GG;ES;5;55.0;M 5;8.7;4.9;6.3;151;;;;;
VOLKSWAGEN;POLO 1.4L 16S;MVW11B2CG538;6NSCAUAX01SGFM5850371N114I;ES;5;55.0;M 5;8.9;4.8;6.3;151;;;;;
CITROEN;SAXO 3P 1.4i VTS;MCT1101BX512;S6KFWB;ES;5;55.0;M 5;8.4;5.2;6.4;152;;;;;
DAIHATSU;YRV4WD;MJD2204L8108;M231;ES;5;64.0;M 5;8.1;5.3;6.3;152;;;;;
FIAT;PANDA 1100;MFT1001EU995;141AW53A04;ES;4;40.0;M 5;8.3;5.3;6.4;152;;;;;
PEUGEOT;1063P SPORT 1.4i;MPE1101BQ760;1CKFWU;ES;5;55.0;M 5;8.4;5.2;6.4;152;;;;;
SUZUKI;WAGON R+ 1.3L;MJS1104H7278;MM11;ES;5;56.0;M 5;8.4;5.3;6.4;152;;;;;
SUZUKI;WAGON R+ 1.3L;MJS1104HB282;MM14;ES;5;56.0;M 5;8.4;5.3;6.4;152;;;;;
HONDA;CIVIC 3P 1.4i LS;MJH1201EY340;EP113;ES;6;66.0;M 5;8.3;5.4;6.4;153;;;;;
HONDA;CIVIC 5P 1.4i S/LS;MJH1202E6285;EU711;ES;6;66.0;M 5;8.3;5.4;6.4;153;;;;;
PEUGEOT;2063P 1.6i 16S;MPE1301KZ643;2CNFUF;ES;6;80.0;M 5;8.6;5.1;6.4;153;;;;;
PEUGEOT;2065P 1.6i 16S;MPE1302K2644;2ANFUF;ES;6;80.0;M 5;8.6;5.1;6.4;153;;;;;
